element_index,x_m,y_m,z_m,power_weight,receiver_range_m,receiver_delay_s
61,-1.46503092713332,-0.652947649159485,-50.1125,0.00383531076271384,622.571835752944,0.415047890501963
62,-0.863627649830334,-0.434054757431057,-50.1125,0.00781051260020303,621.934339472162,0.414622892981441
63,-0.262224372527353,-0.215161865702629,-50.1125,0.0142425242854016,621.296848339469,0.41419789889298
64,0.339178904775628,0.00373102602579925,-50.1125,0.0142425242854016,620.65936237073,0.413772908247153
65,0.94058218207861,0.222623917754227,-50.1125,0.00781051260020303,620.021881581872,0.413347921054581
66,1.54198545938159,0.441516809482655,-50.1125,0.00383531076271384,619.384405988888,0.412922937325925
67,-1.44909312166166,-0.696736409808522,-50.159099025767,0.00542394849654542,622.568123993182,0.415045415995455
68,-0.847689844358678,-0.477843518080094,-50.159099025767,0.0110457328482931,621.930623907742,0.414620415938495
69,-0.246286567055696,-0.258950626351666,-50.159099025767,0.0201419710068431,621.293128962615,0.41419541930841
70,0.355116710247285,-0.0400577346232379,-50.159099025767,0.0201419710068431,620.655639173641,0.41377042611576
71,0.956519987550266,0.17883515710519,-50.159099025767,0.0110457328482931,620.018154556722,0.413345436371148
72,1.55792326485325,0.397728048833618,-50.159099025767,0.00542394849654542,619.380675127831,0.41292045008522
73,-1.50350819325745,-0.54723222932107,-50.159099025767,0.00383531076271384,622.582123456857,0.415054748971238
74,-0.902104915954472,-0.328339337592642,-50.159099025767,0.00781051260020303,621.944637721022,0.414629758480681
75,-0.300701638651491,-0.109446445864214,-50.159099025767,0.0142425242854016,621.30715715483,0.414204771436553
76,0.300701638651491,0.109446445864214,-50.159099025767,0.0142425242854016,620.66968177421,0.413779787849473
77,0.902104915954472,0.328339337592642,-50.159099025767,0.00781051260020303,620.032211595158,0.413354807730105
78,1.50350819325745,0.54723222932107,-50.159099025767,0.00383531076271384,619.394746633733,0.412929831089155
79,-1.50350819325745,-0.54723222932107,-50.225,0.00542394849654542,622.58267304053,0.415055115360353
80,-0.902104915954472,-0.328339337592642,-50.225,0.0110457328482931,621.945187868011,0.41463012524534
81,-0.300701638651491,-0.109446445864214,-50.225,0.0201419710068431,621.307707866286,0.414205138577524
82,0.300701638651491,0.109446445864214,-50.225,0.0201419710068431,620.670233051289,0.413780155367526
83,0.902104915954472,0.328339337592642,-50.225,0.0110457328482931,620.032763439018,0.413355175626012
84,1.50350819325745,0.54723222932107,-50.225,0.00542394849654542,619.395299045535,0.41293019936369
85,-1.54198545938159,-0.441516809482655,-50.1125,0.00383531076271384,622.59166252271,0.415061108348474
86,-0.94058218207861,-0.222623917754227,-50.1125,0.00781051260020303,621.954186564152,0.414636124376101
87,-0.339178904775628,-0.00373102602579931,-50.1125,0.0142425242854016,621.316715795221,0.41421114386348
88,0.262224372527353,0.215161865702629,-50.1125,0.0142425242854016,620.679250231907,0.413786166821271
89,0.863627649830334,0.434054757431057,-50.1125,0.00781051260020303,620.041789890267,0.413361193260178
90,1.46503092713332,0.652947649159485,-50.1125,0.00383531076271384,619.404334786421,0.412936223190948
91,-1.55792326485325,-0.397728048833618,-50.159099025767,0.00542394849654542,622.596163262117,0.415064108841411
92,-0.956519987550266,-0.17883515710519,-50.159099025767,0.0110457328482931,621.958691916587,0.414639127944391
93,-0.355116710247285,0.0400577346232378,-50.159099025767,0.0201419710068431,621.321225770113,0.414214150513408
94,0.246286567055696,0.258950626351666,-50.159099025767,0.0201419710068431,620.683764838713,0.413789176559142
95,0.847689844358678,0.477843518080094,-50.159099025767,0.0110457328482931,620.046309138472,0.413364206092315
96,1.44909312166166,0.696736409808522,-50.159099025767,0.00542394849654542,619.408858685541,0.412939239123694
